medcodeid,term,originalreadcode,cleansedreadcode,snomedctconceptid,snomedctdescriptionid,dementia
431681000006117,[x]vascular dementia,Eu01,Eu01.00,429998004,2770951017,1
431691000006119,[x]vascular dementia of acute onset,Eu010,Eu01000,230285003,345110014,1
45046017,alzheimer's disease,F110,F110.00,26929004,45046017,1
4539871000006116,history of dementia,^ESCTHI453987,,161465002,2987032015,1
4763081000006118,senile delirium,^ESCTSE476308,,191461002,1222240013,1
4768791000006110,cerebral degeneration in gaucher disease,^ESCTCE476879,,192791009,2841929013,1
4768841000006113,cerebral degeneration in hunter disease,^ESCTCE476884,,192795000,2840428017,1
4768851000006110,cerebral degeneration in mucopolysaccharidosis,^ESCTCE476885,,192796004,2791284012,1
4768901000006117,alcohol induced encephalopathy,^ESCTAL476890,,192811002,2951733018,1
4768951000006118,myxoedema encephalopathy,^ESCTMY476895,,192816007,297016016,1
4768961000006116,myxedema encephalopathy,^ESCTMY476896,,192816007,297017013,1
4768981000006114,cerebral degeneration due to creutzfeldt-jakob disease,^ESCTCE476898,,192818008,297019011,1
4769001000006112,cerebral degeneration due to progressive multifocal leukoencephalopathy,^ESCTCE476900,,192819000,297020017,1
481281019,progressive multifocal leucoencephalopathy,A413,A413.00,22255007,481281019,1
483651010,acute confusional state,E030,E030.00,2776000,483651010,1
497559016,arteriosclerotic dementia,E004,E004.00,56267009,497559016,1
499946014,alzheimer's disease with early onset,F1100,F110000,416780008,2957141019,1
500317011,alzheimer's disease with late onset,F1101,F110100,416975007,2957124016,1
5005661000006113,lobar atrophy,^ESCTLO500566,,230273006,345091011,1
542611000006114,cerebral degeneration due to alcoholism,F11x0,F11x000,192811002,297011014,1
542651000006110,cerebral degeneration due to jakob - creutzfeldt disease,F11x7,F11x700,192818008,297019011,1
542661000006112,cerebral degeneration due to multifocal leucoencephalopathy,F11x8,F11x800,192819000,297021018,1
542671000006117,cerebral degeneration due to myxoedema,F11x5,F11x500,192816007,297016016,1
542741000006119,cerebral degeneration in lipidoses ec,F102,F102.00,420146005,2577873013,1
542781000006113,cerebral degeneration in other disease ec,F11x,F11x.00,192794001,2575727019,1
612521000006115,delirium - acute organic,E030-1,E030.11,2776000,5694012,1
636681000000117,cerebral degeneration in parkinson's disease,F11x9,F11x900,341551000000108,636681000000117,1
6897211000006117,"primary degenerative dementia of the alzheimer type, presenile onset",^ESCTPR689721,,416780008,2549310013,1
6897221000006113,"primary degenerative dementia of the alzheimer type, early onset",^ESCTPR689722,,416780008,2553939016,1
6897241000006118,dementia of the alzheimers type with early onset,^ESCTDE689724,,416780008,2957133019,1
6897251000006116,"presenile dementia, alzheimer's type",^ESCTPR689725,,416780008,2957138011,1
6897271000006114,dementia in alzheimer's disease - type 2,^ESCTDE689727,,416780008,2957156011,1
6900181000006114,"primary degenerative dementia of the alzheimer type, senile onset",^ESCTPR690018,,416975007,2549518019,1
6900191000006112,"primary degenerative dementia of the alzheimer type, late onset",^ESCTPR690019,,416975007,2554010014,1
6900201000006110,"dementia of the alzheimers type, late onset",^ESCTDE690020,,416975007,2957123010,1
6900221000006117,"sdat - senile dementia, alzheimer's type",^ESCTSD690022,,416975007,2957134013,1
6900241000006112,dementia in alzheimer's disease - type 1,^ESCTDE690024,,416975007,2957155010,1
6949031000006112,cerebral degeneration associated with generalised lipidosis,^ESCTCE694903,,420146005,2577874019,1
6949041000006119,cerebral degeneration associated with generalized lipidosis,^ESCTCE694904,,420146005,2577873013,1
6949051000006117,cerebral degeneration in generalized lipidosis,^ESCTCE694905,,420146005,2966552011,1
6949061000006115,cerebral degeneration in lipidoses,^ESCTCE694906,,420146005,2966571013,1
696161000006115,multi infarct dementia,E004-1,E004.11,56267009,93568017,1
6973421000006116,dementia associated with aids,^ESCTDE697342,,421529006,2617355019,1
6973431000006118,acquired immune deficiency syndrome-related dementia,^ESCTAC697343,,421529006,2622764018,1
6973441000006111,aids - acquired immune deficiency syndrome dementia complex,^ESCTAI697344,,421529006,2622765017,1
6973451000006113,adc - acquired immune deficiency syndrome dementia complex,^ESCTAD697345,,421529006,2622766016,1
6973461000006110,acquired immune deficiency syndrome dementia complex,^ESCTAC697346,,421529006,2622767013,1
6973471000006115,dementia associated with acquired immunodeficiency syndrome,^ESCTDE697347,,421529006,2970885015,1
7043651000006119,dementia associated with parkinson's disease,^ESCTDE704365,,425390006,2645368017,1
7043661000006117,dementia associated with parkinson disease,^ESCTDE704366,,425390006,2842012010,1
7103601000006116,dementia due to creutzfeldt-jakob disease,^ESCTDE710360,,429458009,2693170019,1
7263011000006112,dementia due to huntington disease,^ESCTDE726301,,442344002,2820375012,1
7263021000006116,dementia due to huntingtons disease,^ESCTDE726302,,442344002,2951827019,1
745381000006119,lewy body disease,F116,F116.00,80098002,132893017,1
76484016,senile degeneration of brain,F112,F112.00,45864009,76484016,1
7699251000006118,sporadic jakob-creutzfeldt disease,^ESCTSP769925,,713060000,3303328013,1
8009521000006114,dementia due to picks disease,^ESCTDE800952,,21921000119103,2987132018,1
8009531000006112,dementia due to pick disease,^ESCTDE800953,,21921000119103,2987352013,1
8009541000006119,dementia co-occurrent and due to pick's disease,^ESCTDE800954,,21921000119103,3333186018,1
8399871000006111,prion protein markers for cjd (creutzfeldt-jakob disease),^ESCTPR839987,,1018591000000102,2605731000000111,1
882171000006115,dementia,E00-97,E00..97,268612007,882171000006115,1
882181000006117,other senile/presenile dement.,E00-98,E00..98,268612007,882181000006117,1
882191000006119,senile and presenile dementias,E00-99,E00..99,268612007,882191000006119,1
882201000006116,senile dementia - simple type,E000-99,E000.99,191449005,882201000006116,1
882211000006118,senile dementia-acute confused,E003-99,E003.99,191461002,882211000006118,1
882931000006115,child cerebral degeneration,F10-99,F10..99,2584003,882931000006115,1
882941000006113,senile brain degeneration,F112-99,F112.99,45864009,882941000006113,1
882951000006110,cerebral degenerations nos,F11z-99,F11z.99,668731000000103,882951000006110,1
905791000006115,[rfc] alzheimer's disease,HNG0062,,905791000006104,905791000006115,1
914921000006117,[d] vascular dementia,EMISNQDV1,,914921000006101,914921000006117,1
914931000006119,[d] dementia with lewy bodies,EMISNQDD1,,914931000006103,914931000006119,1
914941000006112,[d] dementia,EMISNQDD2,,914941000006108,914941000006112,1
914951000006114,[d] dementia in alzheimer's disease,EMISNQDD3,,914951000006105,914951000006114,1
915111000006112,dementia review,EMISNQDE1,,915111000006108,915111000006112,1
915121000006116,dementia review with third party,EMISNQDE2,,915121000006100,915121000006116,1
939491000006118,[rfc] dementia,HNGNQRF130,,939491000006102,939491000006118,1
97154016,niemann-pick disease,C3272,C327200,58459009,97154016,1
97642017,huntington's chorea,F134,F134.00,58756001,97642017,1
