medcodeid,term,diabetes
12218501000006114,disorder of kidney co-occurrent and due to diabetes mellitus,1
12335981000006115,peripheral vascular disorder co-occurrent and due to diabetes mellitus,1
616441000006113,diabetes mellitus with peripheral circulatory disorder,1
12220721000006116,iritis due to diabetes mellitus,1
12183231000006113,cataract due to diabetes mellitus,1
84691000006115,type i diabetes mellitus with diabetic cataract,1
913911000006110,type i diabetes mellitus with diabetic cataract,1
914301000006111,type 2 diabetes mellitus with diabetic cataract,1
84871000006117,type ii diabetes mellitus with diabetic cataract,1
914311000006114,type ii diabetes mellitus with diabetic cataract,1
84501000006114,type 2 diabetes mellitus with diabetic cataract,1
12166101000006119,retinopathy co-occurrent and due to diabetes mellitus,1
12166111000006116,retinopathy due to diabetes mellitus,1
12295441000006116,nonproliferative retinopathy co-occurrent and due to diabetes mellitus,1
12224751000006117,severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus,1
12220681000006111,preproliferative retinopathy co-occurrent and due to diabetes mellitus,1
12221241000006112,disorder of macula co-occurrent and due to diabetes mellitus,1
12221251000006114,maculopathy due to diabetes mellitus,1
12086281000006113,diabetic maculopathy of right eye,1
12086291000006111,maculopathy of right eye due to diabetes mellitus,1
12086301000006112,disorder of right macula co-occurrent and due to diabetes mellitus,1
12086321000006119,maculopathy of left eye due to diabetes mellitus,1
12086331000006116,diabetic maculopathy of left eye,1
12086341000006114,disorder of left macula co-occurrent and due to diabetes mellitus,1
12220691000006114,advanced maculopathy co-occurrent and due to diabetes mellitus,1
12224761000006115,severe npdr (nonproliferative diabetic retinopathy),1
84751000006116,type i diabetes mellitus with neurological complications,1
913521000006113,type i diabetes mellitus with neurological complications,1
12334621000006111,neurological disorder co-occurrent and due to type 1 diabetes mellitus,1
12334131000006118,neurological disorder co-occurrent and due to type 2 diabetes mellitus,1
914071000006115,type 2 diabetes mellitus with neurological complications,1
84931000006113,type ii diabetes mellitus with neurological complications,1
914081000006117,type ii diabetes mellitus with neurological complications,1
280591000006115,non-insulin-dependent diabetes mellitus with neuro comps,1
84561000006110,type 2 diabetes mellitus with neurological complications,1
12221111000006119,neuropathy co-occurrent and due to diabetes mellitus,1
12185421000006113,polyneuropathy due to diabetes mellitus,1
12185431000006111,polyneuropathy co-occurrent and due to diabetes mellitus,1
12363721000006110,polyneuropathy co-occurrent and due to type 1 diabetes mellitus,1
12363731000006113,polyneuropathy co-occurrent and due to type 2 diabetes mellitus,1
12221151000006118,mononeuropathy co-occurrent and due to diabetes mellitus,1
84721000006113,type i diabetes mellitus with mononeuropathy,1
913791000006119,type i diabetes mellitus with mononeuropathy,1
12331061000006114,mononeuropathy co-occurrent and due to type 2 diabetes mellitus,1
914231000006111,type ii diabetes mellitus with mononeuropathy,1
280521000006117,non-insulin dependent diabetes mellitus with mononeuropathy,1
84901000006117,type ii diabetes mellitus with mononeuropathy,1
12220641000006117,mononeuritis multiplex co-occurrent and due to diabetes mellitus,1
12220651000006115,mononeuritis multiplex with diabetes mellitus,1
12180761000006118,dlrpn - diabetic lumbosacral radiculoplexus neuropathy,1
12180771000006113,lumbosacral radiculoplexus neuropathy with diabetes mellitus,1
12180781000006111,lumbosacral radiculoplexus neuropathy co-occurrent and due to diabetes mellitus,1
12180791000006114,diabetic lumbosacral plexopathy,1
12186011000006117,autonomic neuropathy with diabetes mellitus,1
12186021000006113,autonomic neuropathy co-occurrent and due to diabetes mellitus,1
12220661000006118,asymptomatic neuropathy co-occurrent and due to diabetes mellitus,1
12220671000006113,asymptomatic neuropathy with diabetes mellitus,1
1667941000000112,type i diabetes mellitus with gastroparesis,1
299601000000114,type 1 diabetes mellitus with gastroparesis,1
12363671000006118,gastroparesis co-occurrent and due to type 1 diabetes mellitus,1
12363691000006117,gastroparesis co-occurrent and due to type 2 diabetes mellitus,1
1667921000000117,type ii diabetes mellitus with gastroparesis,1
299621000000117,type 2 diabetes mellitus with gastroparesis,1
12220701000006114,advanced maculopathy with diabetes mellitus,1
2159980012,o/e - left eye diabetic maculopathy,1
12221261000006111,maculopathy with diabetes mellitus,1
2159979014,o/e - right eye diabetic maculopathy,1
12224581000006118,advanced retinal disease co-occurrent and due to diabetes mellitus,1
12224591000006115,advanced retinal disease with diabetes mellitus,1
12370281000006118,disorder of eye co-occurrent and due to type 1 diabetes mellitus,1
913491000006111,type i diabetes mellitus with ophthalmic complications,1
84771000006114,type i diabetes mellitus with ophthalmic complications,1
914061000006110,type ii diabetes mellitus with ophthalmic complications,1
84581000006117,type 2 diabetes mellitus with ophthalmic complications,1
914051000006113,type 2 diabetes mellitus with ophthalmic complications,1
587111000006111,non-insulin-dependent diabetes mellitus with ophthalm comps,1
84951000006118,type ii diabetes mellitus with ophthalmic complications,1
12336881000006117,disorder of eye co-occurrent and due to type 2 diabetes mellitus,1
12332761000006118,mononeuropathy co-occurrent and due to type 1 diabetes mellitus,1
12331231000006110,exudative maculopathy co-occurrent and due to type 1 diabetes mellitus,1
938301000006114,type 1 diabetes mellitus with exudative maculopathy,1
938331000006118,type ii diabetes mellitus with exudative maculopathy,1
12335681000006111,exudative maculopathy co-occurrent and due to type 2 diabetes mellitus,1
12332281000006119,retinopathy co-occurrent and due to type 1 diabetes mellitus,1
84811000006114,type i diabetes mellitus with retinopathy,1
84441000006110,type 1 diabetes mellitus with retinopathy,1
913661000006118,type 1 diabetes mellitus with retinopathy,1
913671000006113,type i diabetes mellitus with retinopathy,1
12336541000006114,retinopathy co-occurrent and due to type 2 diabetes mellitus,1
84991000006112,type ii diabetes mellitus with retinopathy,1
914151000006112,type 2 diabetes mellitus with retinopathy,1
914161000006114,type ii diabetes mellitus with retinopathy,1
84621000006117,type 2 diabetes mellitus with retinopathy,1
12189881000006112,proliferative retinopathy with diabetes mellitus,1
12189891000006110,pdr - proliferative diabetic retinopathy,1
12189901000006114,proliferative retinopathy co-occurrent and due to diabetes mellitus,1
399419012,myasthenic syndrome due to diabetic amyotrophy,1
777231000006119,injection sites - diabetic,1
913681000006111,insulin dependent diabetes mellitus - poor control,1
264716012,diabetic - poor control nos,1
772181000006112,insulin dependent diabetes mellitus - poor control,1
401531012,diabetic - poor control,1
764191000006112,foot abnormality - diabetes related,1
764201000006110,foot abnormality - diabetes related,1
5634901000006116,diabetic foot,1
292503016,diabetes mellitus nos with ophthalmic manifestation,1
13771000006110,other specified diabetes mellitus with ophthalmic complicatn,1
12704401000006110,diabetic oculopathy,1
2900941000006117,ophthalmic manifestations of diabetes,1
2900951000006115,diabetic eye disease,1
429970018,unstable type i diabetes mellitus,1
72721000006113,unstable type i diabetes mellitus,1
72711000006117,unstable type 1 diabetes mellitus,1
429971019,unstable type 1 diabetes mellitus,1
12703991000006112,[x]unspecified diabetes mellitus with renal complications,1
616381000006111,diabetes mellitus with ketoacidotic coma,1
2920961000006110,diabetic coma with ketoacidosis,1
2920971000006115,diabetic acidosis with coma,1
2920981000006117,diabetic coma,1
451410016,o/e - right diabetic foot at risk,1
451411017,o/e - left diabetic foot at risk,1
452078013,subcutaneous injection of insulin,1
305158015,[x]glomerular disorders in diabetes mellitus,1
453100011,h/o: admission in last year for diabetes foot problem,1
455408014,advanced diabetic retinal disease,1
6022721000006112,proliferative diabetic retinopathy - high risk,1
84831000006115,type i diabetes mellitus without complication,1
457325013,type i diabetes mellitus without complication,1
457326014,type 1 diabetes mellitus without complication,1
84461000006114,type 1 diabetes mellitus without complication,1
616621000006115,"diabetes mellitus, juvenile type, no mention of complication",1
6030001000006116,insulin-dependent diabetes without complication,1
457328010,non-insulin-dependent diabetes mellitus without complication,1
457329019,type 2 diabetes mellitus without complication,1
84641000006112,type 2 diabetes mellitus without complication,1
616511000006110,"diabetes mellitus, adult onset, no mention of complication",1
457330012,type ii diabetes mellitus without complication,1
85011000006119,type ii diabetes mellitus without complication,1
458512016,diabetic on insulin and oral treatment,1
84341000006119,type 1 diabetes mellitus with hypoglycaemic coma,1
459161015,type 1 diabetes mellitus with hypoglycaemic coma,1
6050041000006115,insulin dependent diabetes mellitus with hypoglycaemic coma,1
84711000006117,type i diabetes mellitus with hypoglycaemic coma,1
459163017,type i diabetes mellitus with hypoglycaemic coma,1
6050061000006116,type i diabetes mellitus with hypoglycemic coma,1
6050071000006111,insulin dependent diabetes mellitus with hypoglycemic coma,1
6050081000006114,type 1 diabetes mellitus with hypoglycemic coma,1
459292011,type 1 diabetes mellitus with arthropathy,1
84311000006118,type 1 diabetes mellitus with arthropathy,1
6051171000006117,insulin dependent diabetes mellitus with arthropathy,1
84681000006118,type i diabetes mellitus with arthropathy,1
459294012,type i diabetes mellitus with arthropathy,1
459306016,type ii diabetes mellitus with peripheral angiopathy,1
84961000006116,type ii diabetes mellitus with peripheral angiopathy,1
280561000006111,non-insulin-dependent d m with peripheral angiopath,1
84591000006119,type 2 diabetes mellitus with peripheral angiopathy,1
459308015,type 2 diabetes mellitus with peripheral angiopathy,1
459309011,non-insulin dependent diabetes mellitus with arthropathy,1
459310018,type 2 diabetes mellitus with arthropathy,1
84491000006118,type 2 diabetes mellitus with arthropathy,1
459311019,type ii diabetes mellitus with arthropathy,1
84861000006112,type ii diabetes mellitus with arthropathy,1
84941000006115,type ii diabetes mellitus with neuropathic arthropathy,1
459312014,type ii diabetes mellitus with neuropathic arthropathy,1
84571000006115,type 2 diabetes mellitus with neuropathic arthropathy,1
459313016,type 2 diabetes mellitus with neuropathic arthropathy,1
281181000006116,non-insulin dependent d m with neuropathic arthropathy,1
459695017,diabetic weight reducing diet,1
616081000006113,diab mellit insulin-glucose infus acute myocardial infarct,1
6056601000006112,digami - diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1
4723641000006110,diabetic emergency hospital admission,1
479511000000117,diabetes type 1 review,1
479571000000110,diabetes type 2 review,1
493773010,niddm - non-insulin dependent diabetes mellitus,1
73466011,non-insulin dependent diabetes mellitus,1
280571000006116,non-insulin dependent diabetes mellitus,1
223291000000111,maturity onset diabetes,1
493774016,type ii diabetes mellitus,1
84841000006113,type ii diabetes mellitus,1
84651000006114,type i diabetes mellitus,1
494564012,type i diabetes mellitus,1
3690681000006114,dm - diabetes mellitus,1
622221000000118,maternally inherited diabetes mellitus,1
646031000000112,insulin treatment initiated,1
457157017,[v]admitted for commencement of insulin,1
616921000006113,diabetic amyotrophy,1
65526011,diabetic amyotrophy,1
12485441000006119,niddm with peripheral circulatory disorder,1
6975211000006112,gangrene associated with type 2 diabetes mellitus,1
6985001000006110,peripheral circulatory disorder associated with type 2 diabetes mellitus,1
6985421000006113,skin ulcer associated with diabetes mellitus,1
73294018,diabetic cataract,1
771341000006114,insulin dependent diabetes mellitus with diabetic cataract,1
913891000006113,insulin dependent diabetes mellitus with diabetic cataract,1
3209431000006116,diabetes mellitus type ii,1
292565014,unspecified diabetes mellitus with multiple complications,1
913531000006111,insulin dependent diabetes mellitus with multiple complicat,1
13751000006117,other specified diabetes mellitus with multiple comps,1
771381000006115,insulin dependent diabetes mellitus with multiple complicatn,1
306112011,"pre-existing diabetes mellitus, insulin-dependent",1
213141000006111,"pre-existing diabetes mellitus, unspecified",1
308110013,"[x]pre-existing diabetes mellitus, unspecified",1
3253231000006110,diabetes mellitus type i,1
7783451000006114,hypoglycaemic coma co-occurrent and due to diabetes mellitus type ii,1
82373015,diabetic polyneuropathy,1
616451000006110,diabetes mellitus with polyneuropathy,1
913801000006118,insulin dependent diabetes mellitus with polyneuropathy,1
771401000006115,insulin dependent diabetes mellitus with polyneuropathy,1
214921000006116,polyneuropathy in diabetes,1
3319861000006118,diabetic autonomic neuropathy,1
12702411000006115,type ii diabetes mellitus with neurological complications,1
198461000000116,secondary pancreatic diabetes mellitus without complication,1
881441000006111,diabetes mellitus - juvenile,1
881461000006110,diabetes+ketoacidosis -no coma,1
881471000006115,diabetes with coma,1
881481000006117,diabetes + nephropathy,1
881491000006119,diabetes + eye manifestation,1
881501000006110,diabetes + neuropathy,1
881511000006113,diabetes + periph.circulat.dis,1
9093013,diabetic retinopathy,1
913651000006115,insulin dependent diabetes mellitus with retinopathy,1
297758012,diabetic retinopathy nos,1
771411000006117,insulin dependent diabetes mellitus with retinopathy,1
12762301000006111,diabetic oculopathy associated with type 2 diabetes mellitus,1
12489851000006117,type ii diabetes mellitus with exudative maculopathy,1
98476015,proliferative diabetic retinopathy,1
