"code","ALT_CODE","USAGE","USAGE_UK","DESCRIPTION","MODIFIER_4","MODIFIER_5","QUALIFIERS","GENDER_MASK","MIN_AGE","MAX_AGE","TREE_DESCRIPTION"
"C47.9","C479","DEFAULT","3","Malignant neoplasm: Peripheral nerves and autonomic nervous system, unspecified","","","",,,,"Peripheral nerves and autonomic nervous system, unspecified"
"C48","C48","DEFAULT","3","Malignant neoplasm of retroperitoneum and peritoneum","","","",,,,""
"C48.0","C480","DEFAULT","3","Malignant neoplasm: Retroperitoneum","","","",,,,"Retroperitoneum"
"C48.1","C481","DEFAULT","3","Malignant neoplasm: Specified parts of peritoneum","","","",,,,"Specified parts of peritoneum"
"C48.2","C482","DEFAULT","3","Malignant neoplasm: Peritoneum, unspecified","","","",,,,"Peritoneum, unspecified"
"C48.8","C488","DEFAULT","3","Malignant neoplasm: Overlapping lesion of retroperitoneum and peritoneum","","","",,,,"Overlapping lesion of retroperitoneum and peritoneum"
"C49","C49","DEFAULT","3","Malignant neoplasm of other connective and soft tissue","","","",,,,""
"C49.0","C490","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of head, face and neck","","","",,,,"Connective and soft tissue of head, face and neck"
"C49.1","C491","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder","","","",,,,"Connective and soft tissue of upper limb, including shoulder"
"C49.2","C492","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of lower limb, including hip","","","",,,,"Connective and soft tissue of lower limb, including hip"
"C49.3","C493","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of thorax","","","",,,,"Connective and soft tissue of thorax"
"C49.4","C494","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of abdomen","","","",,,,"Connective and soft tissue of abdomen"
"C49.5","C495","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of pelvis","","","",,,,"Connective and soft tissue of pelvis"
"C49.6","C496","DEFAULT","3","Malignant neoplasm: Connective and soft tissue of trunk, unspecified","","","",,,,"Connective and soft tissue of trunk, unspecified"
"C49.8","C498","DEFAULT","3","Malignant neoplasm: Overlapping lesion of connective and soft tissue","","","",,,,"Overlapping lesion of connective and soft tissue"
"C49.9","C499","DEFAULT","3","Malignant neoplasm: Connective and soft tissue, unspecified","","","",,,,"Connective and soft tissue, unspecified"
"C50","C50","DEFAULT","3","Malignant neoplasm of breast","","","",,,,""
"C50.0","C500","DEFAULT","3","Malignant neoplasm: Nipple and areola","","","",,,,"Nipple and areola"
"C50.1","C501","DEFAULT","3","Malignant neoplasm: Central portion of breast","","","",,,,"Central portion of breast"
"C50.2","C502","DEFAULT","3","Malignant neoplasm: Upper-inner quadrant of breast","","","",,,,"Upper-inner quadrant of breast"
"C50.3","C503","DEFAULT","3","Malignant neoplasm: Lower-inner quadrant of breast","","","",,,,"Lower-inner quadrant of breast"
"C50.4","C504","DEFAULT","3","Malignant neoplasm: Upper-outer quadrant of breast","","","",,,,"Upper-outer quadrant of breast"
"C50.5","C505","DEFAULT","3","Malignant neoplasm: Lower-outer quadrant of breast","","","",,,,"Lower-outer quadrant of breast"
"C50.6","C506","DEFAULT","3","Malignant neoplasm: Axillary tail of breast","","","",,,,"Axillary tail of breast"
"C50.8","C508","DEFAULT","3","Malignant neoplasm: Overlapping lesion of breast","","","",,,,"Overlapping lesion of breast"
"C50.9","C509","DEFAULT","3","Malignant neoplasm: Breast, unspecified","","","",,,,"Breast, unspecified"
"C51","C51","DEFAULT","3","Malignant neoplasm of vulva","","","",,,,""
"C51.0","C510","DEFAULT","3","Malignant neoplasm: Labium majus","","","","1",,,"Labium majus"
"C51.1","C511","DEFAULT","3","Malignant neoplasm: Labium minus","","","","1",,,"Labium minus"
"C51.2","C512","DEFAULT","3","Malignant neoplasm: Clitoris","","","","1",,,"Clitoris"
"C51.8","C518","DEFAULT","3","Malignant neoplasm: Overlapping lesion of vulva","","","","1",,,"Overlapping lesion of vulva"
"C51.9","C519","DEFAULT","3","Malignant neoplasm: Vulva, unspecified","","","","1",,,"Vulva, unspecified"
"C52","C52X","DEFAULT","3","Malignant neoplasm of vagina","","","","1",,,""
"C53","C53","DEFAULT","3","Malignant neoplasm of cervix uteri","","","",,,,""
"C53.0","C530","DEFAULT","3","Malignant neoplasm: Endocervix","","","","1",,,"Endocervix"
"C53.1","C531","DEFAULT","3","Malignant neoplasm: Exocervix","","","","1",,,"Exocervix"
"C53.8","C538","DEFAULT","3","Malignant neoplasm: Overlapping lesion of cervix uteri","","","","1",,,"Overlapping lesion of cervix uteri"
"C53.9","C539","DEFAULT","3","Malignant neoplasm: Cervix uteri, unspecified","","","","1",,,"Cervix uteri, unspecified"
"C54","C54","DEFAULT","3","Malignant neoplasm of corpus uteri","","","",,,,""
"C54.0","C540","DEFAULT","3","Malignant neoplasm: Isthmus uteri","","","","1",,,"Isthmus uteri"
"C54.1","C541","DEFAULT","3","Malignant neoplasm: Endometrium","","","","1",,,"Endometrium"
"C54.2","C542","DEFAULT","3","Malignant neoplasm: Myometrium","","","","1",,,"Myometrium"
"C54.3","C543","DEFAULT","3","Malignant neoplasm: Fundus uteri","","","","1",,,"Fundus uteri"
"C54.8","C548","DEFAULT","3","Malignant neoplasm: Overlapping lesion of corpus uteri","","","","1",,,"Overlapping lesion of corpus uteri"
"C54.9","C549","DEFAULT","3","Malignant neoplasm: Corpus uteri, unspecified","","","","1",,,"Corpus uteri, unspecified"
"C55","C55X","DEFAULT","3","Malignant neoplasm of uterus, part unspecified","","","","1",,,""
"C56","C56X","DEFAULT","3","Malignant neoplasm of ovary","","","","1",,,""
"C57","C57","DEFAULT","3","Malignant neoplasm of other and unspecified female genital organs","","","",,,,""
"C57.0","C570","DEFAULT","3","Malignant neoplasm: Fallopian tube","","","","1",,,"Fallopian tube"
"C57.1","C571","DEFAULT","3","Malignant neoplasm: Broad ligament","","","","1",,,"Broad ligament"
"C57.2","C572","DEFAULT","3","Malignant neoplasm: Round ligament","","","","1",,,"Round ligament"
"C57.3","C573","DEFAULT","3","Malignant neoplasm: Parametrium","","","","1",,,"Parametrium"
"C57.4","C574","DEFAULT","3","Malignant neoplasm: Uterine adnexa, unspecified","","","","1",,,"Uterine adnexa, unspecified"
"C57.7","C577","DEFAULT","3","Malignant neoplasm: Other specified female genital organs","","","","1",,,"Other specified female genital organs"
"C57.8","C578","DEFAULT","3","Malignant neoplasm: Overlapping lesion of female genital organs","","","","1",,,"Overlapping lesion of female genital organs"
"C57.9","C579","DEFAULT","3","Malignant neoplasm: Female genital organ, unspecified","","","","1",,,"Female genital organ, unspecified"
"C58","C58X","DEFAULT","3","Malignant neoplasm of placenta","","","","1","15","45",""
"C60","C60","DEFAULT","3","Malignant neoplasm of penis","","","",,,,""
"C60.0","C600","DEFAULT","3","Malignant neoplasm: Prepuce","","","","2",,,"Prepuce"
"C60.1","C601","DEFAULT","3","Malignant neoplasm: Glans penis","","","","2",,,"Glans penis"
"C60.2","C602","DEFAULT","3","Malignant neoplasm: Body of penis","","","","2",,,"Body of penis"
"C60.8","C608","DEFAULT","3","Malignant neoplasm: Overlapping lesion of penis","","","","2",,,"Overlapping lesion of penis"
"C60.9","C609","DEFAULT","3","Malignant neoplasm: Penis, unspecified","","","","2",,,"Penis, unspecified"
"C61","C61X","DEFAULT","3","Malignant neoplasm of prostate","","","","2",,,""
"C62","C62","DEFAULT","3","Malignant neoplasm of testis","","","",,,,""
"C62.0","C620","DEFAULT","3","Malignant neoplasm: Undescended testis","","","","2",,,"Undescended testis"
"C62.1","C621","DEFAULT","3","Malignant neoplasm: Descended testis","","","","2",,,"Descended testis"
"C62.9","C629","DEFAULT","3","Malignant neoplasm: Testis, unspecified","","","","2",,,"Testis, unspecified"
"C63","C63","DEFAULT","3","Malignant neoplasm of other and unspecified male genital organs","","","",,,,""
"C63.0","C630","DEFAULT","3","Malignant neoplasm: Epididymis","","","","2",,,"Epididymis"
"C63.1","C631","DEFAULT","3","Malignant neoplasm: Spermatic cord","","","","2",,,"Spermatic cord"
"C63.2","C632","DEFAULT","3","Malignant neoplasm: Scrotum","","","","2",,,"Scrotum"
"C63.7","C637","DEFAULT","3","Malignant neoplasm: Other specified male genital organs","","","","2",,,"Other specified male genital organs"
"C63.8","C638","DEFAULT","3","Malignant neoplasm: Overlapping lesion of male genital organs","","","","2",,,"Overlapping lesion of male genital organs"
"C63.9","C639","DEFAULT","3","Malignant neoplasm: Male genital organ, unspecified","","","","2",,,"Male genital organ, unspecified"
"C64","C64X","DEFAULT","3","Malignant neoplasm of kidney, except renal pelvis","","","",,,,""
"C65","C65X","DEFAULT","3","Malignant neoplasm of renal pelvis","","","",,,,""
"C66","C66X","DEFAULT","3","Malignant neoplasm of ureter","","","",,,,""
"C67","C67","DEFAULT","3","Malignant neoplasm of bladder","","","",,,,""
"C67.0","C670","DEFAULT","3","Malignant neoplasm: Trigone of bladder","","","",,,,"Trigone of bladder"
"C67.1","C671","DEFAULT","3","Malignant neoplasm: Dome of bladder","","","",,,,"Dome of bladder"
"C67.2","C672","DEFAULT","3","Malignant neoplasm: Lateral wall of bladder","","","",,,,"Lateral wall of bladder"
"C67.3","C673","DEFAULT","3","Malignant neoplasm: Anterior wall of bladder","","","",,,,"Anterior wall of bladder"
"C67.4","C674","DEFAULT","3","Malignant neoplasm: Posterior wall of bladder","","","",,,,"Posterior wall of bladder"
"C67.5","C675","DEFAULT","3","Malignant neoplasm: Bladder neck","","","",,,,"Bladder neck"
"C67.6","C676","DEFAULT","3","Malignant neoplasm: Ureteric orifice","","","",,,,"Ureteric orifice"
"C67.7","C677","DEFAULT","3","Malignant neoplasm: Urachus","","","",,,,"Urachus"
"C67.8","C678","DEFAULT","3","Malignant neoplasm: Overlapping lesion of bladder","","","",,,,"Overlapping lesion of bladder"
"C67.9","C679","DEFAULT","3","Malignant neoplasm: Bladder, unspecified","","","",,,,"Bladder, unspecified"
"C68","C68","DEFAULT","3","Malignant neoplasm of other and unspecified urinary organs","","","",,,,""
"C68.0","C680","DEFAULT","3","Malignant neoplasm: Urethra","","","",,,,"Urethra"
"C68.1","C681","DEFAULT","3","Malignant neoplasm: Paraurethral gland","","","",,,,"Paraurethral gland"
"C68.8","C688","DEFAULT","3","Malignant neoplasm: Overlapping lesion of urinary organs","","","",,,,"Overlapping lesion of urinary organs"
"C68.9","C689","DEFAULT","3","Malignant neoplasm: Urinary organ, unspecified","","","",,,,"Urinary organ, unspecified"
"C69","C69","DEFAULT","3","Malignant neoplasm of eye and adnexa","","","",,,,""
"C69.0","C690","DEFAULT","3","Malignant neoplasm: Conjunctiva","","","",,,,"Conjunctiva"
"C69.1","C691","DEFAULT","3","Malignant neoplasm: Cornea","","","",,,,"Cornea"
"C69.2","C692","DEFAULT","3","Malignant neoplasm: Retina","","","",,,,"Retina"
"C69.3","C693","DEFAULT","3","Malignant neoplasm: Choroid","","","",,,,"Choroid"
"C69.4","C694","DEFAULT","3","Malignant neoplasm: Ciliary body","","","",,,,"Ciliary body"
"C69.5","C695","DEFAULT","3","Malignant neoplasm: Lacrimal gland and duct","","","",,,,"Lacrimal gland and duct"
"C69.6","C696","DEFAULT","3","Malignant neoplasm: Orbit","","","",,,,"Orbit"
"C69.8","C698","DEFAULT","3","Malignant neoplasm: Overlapping lesion of eye and adnexa","","","",,,,"Overlapping lesion of eye and adnexa"
"C69.9","C699","DEFAULT","3","Malignant neoplasm: Eye, unspecified","","","",,,,"Eyeball"
"C70","C70","DEFAULT","3","Malignant neoplasm of meninges","","","",,,,""
"C70.0","C700","DEFAULT","3","Malignant neoplasm: Cerebral meninges","","","",,,,"Cerebral meninges"
"C70.1","C701","DEFAULT","3","Malignant neoplasm: Spinal meninges","","","",,,,"Spinal meninges"
"C70.9","C709","DEFAULT","3","Malignant neoplasm: Meninges, unspecified","","","",,,,"Meninges, unspecified"
"C71","C71","DEFAULT","3","Malignant neoplasm of brain","","","",,,,""
"C71.0","C710","DEFAULT","3","Malignant neoplasm: Cerebrum, except lobes and ventricles","","","",,,,"Cerebrum, except lobes and ventricles"
"C71.1","C711","DEFAULT","3","Malignant neoplasm: Frontal lobe","","","",,,,"Frontal lobe"
"C71.2","C712","DEFAULT","3","Malignant neoplasm: Temporal lobe","","","",,,,"Temporal lobe"
"C71.3","C713","DEFAULT","3","Malignant neoplasm: Parietal lobe","","","",,,,"Parietal lobe"
"C71.4","C714","DEFAULT","3","Malignant neoplasm: Occipital lobe","","","",,,,"Occipital lobe"
"C71.5","C715","DEFAULT","3","Malignant neoplasm: Cerebral ventricle","","","",,,,"Cerebral ventricle"
"C71.6","C716","DEFAULT","3","Malignant neoplasm: Cerebellum","","","",,,,"Cerebellum"
"C71.7","C717","DEFAULT","3","Malignant neoplasm: Brain stem","","","",,,,"Brain stem"
"C71.8","C718","DEFAULT","3","Malignant neoplasm: Overlapping lesion of brain","","","",,,,"Overlapping lesion of brain"
"C71.9","C719","DEFAULT","3","Malignant neoplasm: Brain, unspecified","","","",,,,"Brain, unspecified"
"C72","C72","DEFAULT","3","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","","","",,,,""
"C72.0","C720","DEFAULT","3","Malignant neoplasm: Spinal cord","","","",,,,"Spinal cord"
"C72.1","C721","DEFAULT","3","Malignant neoplasm: Cauda equina","","","",,,,"Cauda equina"
"C72.2","C722","DEFAULT","3","Malignant neoplasm: Olfactory nerve","","","",,,,"Olfactory nerve"
"C72.3","C723","DEFAULT","3","Malignant neoplasm: Optic nerve","","","",,,,"Optic nerve"
"C72.4","C724","DEFAULT","3","Malignant neoplasm: Acoustic nerve","","","",,,,"Acoustic nerve"
"C72.5","C725","DEFAULT","3","Malignant neoplasm: Other and unspecified cranial nerves","","","",,,,"Other and unspecified cranial nerves"
"C72.8","C728","DEFAULT","3","Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system","","","",,,,"Overlapping lesion of brain and other parts of central nervous system"
"C72.9","C729","DEFAULT","3","Malignant neoplasm: Central nervous system, unspecified","","","",,,,"Central nervous system, unspecified"
"C73","C73X","DEFAULT","3","Malignant neoplasm of thyroid gland","","","",,,,""
"C74","C74","DEFAULT","3","Malignant neoplasm of adrenal gland","","","",,,,""
"C74.0","C740","DEFAULT","3","Malignant neoplasm: Cortex of adrenal gland","","","",,,,"Cortex of adrenal gland"
"C74.1","C741","DEFAULT","3","Malignant neoplasm: Medulla of adrenal gland","","","",,,,"Medulla of adrenal gland"
"C74.9","C749","DEFAULT","3","Malignant neoplasm: Adrenal gland, unspecified","","","",,,,"Adrenal gland, unspecified"
"C75","C75","DEFAULT","3","Malignant neoplasm of other endocrine glands and related structures","","","",,,,""
"C75.0","C750","DEFAULT","3","Malignant neoplasm: Parathyroid gland","","","",,,,"Parathyroid gland"
"C75.1","C751","DEFAULT","3","Malignant neoplasm: Pituitary gland","","","",,,,"Pituitary gland"
"C75.2","C752","DEFAULT","3","Malignant neoplasm: Craniopharyngeal duct","","","",,,,"Craniopharyngeal duct"
"C75.3","C753","DEFAULT","3","Malignant neoplasm: Pineal gland","","","",,,,"Pineal gland"
"C75.4","C754","DEFAULT","3","Malignant neoplasm: Carotid body","","","",,,,"Carotid body"
"C75.5","C755","DEFAULT","3","Malignant neoplasm: Aortic body and other paraganglia","","","",,,,"Aortic body and other paraganglia"
"C75.8","C758","DEFAULT","3","Malignant neoplasm: Pluriglandular involvement, unspecified","","","",,,,"Pluriglandular involvement, unspecified"
"C75.9","C759","DEFAULT","3","Malignant neoplasm: Endocrine gland, unspecified","","","",,,,"Endocrine gland, unspecified"
"C76","C76","DEFAULT","3","Malignant neoplasm of other and ill-defined sites","","","",,,,""
"C76.0","C760","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Head, face and neck","","","",,,,"Head, face and neck"
"C76.1","C761","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Thorax","","","",,,,"Thorax"
"C76.2","C762","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Abdomen","","","",,,,"Abdomen"
"C76.3","C763","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Pelvis","","","",,,,"Pelvis"
"C76.4","C764","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Upper limb","","","",,,,"Upper limb"
"C76.5","C765","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Lower limb","","","",,,,"Lower limb"
"C76.7","C767","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Other ill-defined sites","","","",,,,"Other ill-defined sites"
"C76.8","C768","DEFAULT","3","Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites","","","",,,,"Overlapping lesion of other and ill-defined sites"
"C77","C77","DEFAULT","3","Secondary and unspecified malignant neoplasm of lymph nodes","","","",,,,""
"C77.0","C770","DEFAULT","3","Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck","","","",,,,"Lymph nodes of head, face and neck"
"C77.1","C771","DEFAULT","3","Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes","","","",,,,"Intrathoracic lymph nodes"
"C77.2","C772","DEFAULT","3","Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes","","","",,,,"Intra-abdominal lymph nodes"
"C77.3","C773","DEFAULT","3","Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes","","","",,,,"Axillary and upper limb lymph nodes"
"C77.4","C774","DEFAULT","3","Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes","","","",,,,"Inguinal and lower limb lymph nodes"
"C77.5","C775","DEFAULT","3","Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes","","","",,,,"Intrapelvic lymph nodes"
"C77.8","C778","DEFAULT","3","Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions","","","",,,,"Lymph nodes of multiple regions"
"C77.9","C779","DEFAULT","3","Secondary and unspecified malignant neoplasm: Lymph node, unspecified","","","",,,,"Lymph node, unspecified"
"C78","C78","DEFAULT","3","Secondary malignant neoplasm of respiratory and digestive organs","","","",,,,""
"C78.0","C780","DEFAULT","3","Secondary malignant neoplasm of lung","","","",,,,""
"C78.1","C781","DEFAULT","3","Secondary malignant neoplasm of mediastinum","","","",,,,""
"C78.2","C782","DEFAULT","3","Secondary malignant neoplasm of pleura","","","",,,,""
"C78.3","C783","DEFAULT","3","Secondary malignant neoplasm of other and unspecified respiratory organs","","","",,,,""
"C78.4","C784","DEFAULT","3","Secondary malignant neoplasm of small intestine","","","",,,,""
"C78.5","C785","DEFAULT","3","Secondary malignant neoplasm of large intestine and rectum","","","",,,,""
"C78.6","C786","DEFAULT","3","Secondary malignant neoplasm of retroperitoneum and peritoneum","","","",,,,""
"C78.7","C787","DEFAULT","3","Secondary malignant neoplasm of liver and intrahepatic bile duct","","","",,,,""
"C78.8","C788","DEFAULT","3","Secondary malignant neoplasm of other and unspecified digestive organs","","","",,,,""
"C79","C79","DEFAULT","3","Secondary malignant neoplasm of other and unspecified sites","","","",,,,""
"C79.0","C790","DEFAULT","3","Secondary malignant neoplasm of kidney and renal pelvis","","","",,,,""
"C79.1","C791","DEFAULT","3","Secondary malignant neoplasm of bladder and other and unspecified urinary organs","","","",,,,""
"C79.2","C792","DEFAULT","3","Secondary malignant neoplasm of skin","","","",,,,""
"C79.3","C793","DEFAULT","3","Secondary malignant neoplasm of brain and cerebral meninges","","","",,,,""
"C79.4","C794","DEFAULT","3","Secondary malignant neoplasm of other and unspecified parts of nervous system","","","",,,,""
"C79.5","C795","DEFAULT","3","Secondary malignant neoplasm of bone and bone marrow","","","",,,,""
"C79.6","C796","DEFAULT","3","Secondary malignant neoplasm of ovary","","","","1",,,""
"C79.7","C797","DEFAULT","3","Secondary malignant neoplasm of adrenal gland","","","",,,,""
"C79.8","C798","DEFAULT","3","Secondary malignant neoplasm of other specified sites","","","",,,,""
"C79.9","C799","DEFAULT","3","Secondary malignant neoplasm, unspecified site","","","",,,,""
"C80","C80","DEFAULT","3","Malignant neoplasm without specification of site","","","",,,,""
"C80.0","C800","DEFAULT","3","Malignant neoplasm, primary site unknown, so stated","","","",,,,""
"C80.9","C809","DEFAULT","3","Malignant neoplasm, primary site unspecified","","","",,,,""
"C81","C81","DEFAULT","3","Hodgkin lymphoma","","","",,,,""
"C81.0","C810","DEFAULT","3","Nodular lymphocyte predominant Hodgkin lymphoma","","","",,,,"Nodular lymphocyte predominant Hodgkin lymphoma"
"C81.1","C811","DEFAULT","3","Nodular sclerosis (classical) Hodgkin lymphoma","","","",,,,"Nodular sclerosis (classical) Hodgkin lymphoma"
"C81.2","C812","DEFAULT","3","Mixed cellularity (classical) Hodgkin lymphoma","","","",,,,"Mixed cellularity (classical) Hodgkin lymphoma"
"C81.3","C813","DEFAULT","3","Lymphocyte depleted (classical) Hodgkin lymphoma","","","",,,,""
"C81.4","C814","DEFAULT","3","Lymphocyte-rich (classical) Hodgkin lymphoma","","","",,,,""
"C81.7","C817","DEFAULT","3","Other (classical) Hodgkin lymphoma","","","",,,,""
"C81.9","C819","DEFAULT","3","Hodgkin lymphoma, unspecified","","","",,,,"Hodgkin lymphoma, unspecified"
"C82","C82","DEFAULT","3","Follicular lymphoma","","","",,,,""
"C82.0","C820","DEFAULT","3","Follicular lymphoma grade I","","","",,,,"Follicular lymphoma grade I"
"C82.1","C821","DEFAULT","3","Follicular lymphoma grade II","","","",,,,"Follicular lymphoma grade II"
"C82.2","C822","DEFAULT","3","Follicular lymphoma grade III, unspecified","","","",,,,"Follicular lymphoma grade III, unspecified"
"C82.3","C823","DEFAULT","3","Follicular lymphoma grade IIIa","","","",,,,""
"C82.4","C824","DEFAULT","3","Follicular lymphoma grade IIIb","","","",,,,""
"C82.5","C825","DEFAULT","3","Diffuse follicle centre lymphoma","","","",,,,""
"C82.6","C826","DEFAULT","3","Cutaneous follicle centre lymphoma","","","",,,,""
"C82.7","C827","DEFAULT","3","Other types of follicular lymphoma","","","",,,,""
"C82.9","C829","DEFAULT","3","Follicular lymphoma, unspecified","","","",,,,""
"C83","C83","DEFAULT","3","Non-follicular lymphoma","","","",,,,""
"C83.0","C830","DEFAULT","3","Small cell B-cell lymphoma","","","",,,,"Small cell B-cell lymphoma"
"C83.1","C831","DEFAULT","3","Mantle cell lymphoma","","","",,,,"Mantle cell lymphoma"
"C83.3","C833","DEFAULT","3","Diffuse large B-cell lymphoma","","","",,,,""
"C83.5","C835","DEFAULT","3","Lymphoblastic (diffuse) lymphoma","","","",,,,"Lymphoblastic (diffuse) lymphoma"
"C83.7","C837","DEFAULT","3","Burkitt lymphoma","","","",,,,""
"C83.8","C838","DEFAULT","3","Other non-follicular lymphoma","","","",,,,""
"C83.9","C839","DEFAULT","3","Non-follicular (diffuse) lymphoma, unspecified","","","",,,,""
"C84","C84","DEFAULT","3","Mature T/NK-cell lymphomas","","","",,,,""
"C84.0","C840","DEFAULT","3","Mycosis fungoides","","","",,,,""
"C84.1","C841","DEFAULT","3","Sézary disease","","","",,,,""
"C84.4","C844","DEFAULT","3","Peripheral T-cell lymphoma, not elsewhere classified","","","",,,,""
"C84.5","C845","DEFAULT","3","Other mature T/NK-cell lymphomas","","","",,,,""
"C84.6","C846","DEFAULT","3","Anaplastic large cell lymphoma, ALK-positive","","","",,,,""
"C84.7","C847","DEFAULT","3","Anaplastic large cell lymphoma, ALK-negative","","","",,,,""
"C84.8","C848","DEFAULT","3","Cutaneous T-cell lymphoma, unspecified","","","",,,,""
"C84.9","C849","DEFAULT","3","Mature T/NK-cell lymphoma, unspecified","","","",,,,""
"C85","C85","DEFAULT","3","Other and unspecified types of non-Hodgkin lymphoma","","","",,,,""
"C85.1","C851","DEFAULT","3","B-cell lymphoma, unspecified","","","",,,,""
"C85.2","C852","DEFAULT","3","Mediastinal (thymic) large B-cell lymphoma","","","",,,,""
"C85.7","C857","DEFAULT","3","Other specified types of non-Hodgkin lymphoma","","","",,,,""
"C85.9","C859","DEFAULT","3","Non-Hodgkin lymphoma, unspecified","","","",,,,""
"C86","C86","DEFAULT","3","Other specified types of T/NK-cell lymphoma","","","",,,,""
"C86.0","C860","DEFAULT","3","Extranodal NK/T-cell lymphoma, nasal type","","","",,,,""
"C86.1","C861","DEFAULT","3","Hepatosplenic T-cell lymphoma","","","",,,,""
"C86.2","C862","DEFAULT","3","Enteropathy-type (intestinal) T-cell lymphoma","","","",,,,""
"C86.3","C863","DEFAULT","3","Subcutaneous panniculitis-like T-cell lymphoma","","","",,,,""
"C86.4","C864","DEFAULT","3","Blastic NK-cell lymphoma","","","",,,,""
"C86.5","C865","DEFAULT","3","Angioimmunoblastic T-cell lymphoma","","","",,,,""
"C86.6","C866","DEFAULT","3","Primary cutaneous CD30-positive T-cell proliferations","","","",,,,""
"C88","C88","DEFAULT","3","Malignant immunoproliferative diseases","","","",,,,""
"C88.0","C880","DEFAULT","3","Waldenström macroglobulinaemia","","","",,,,""
"C88.2","C882","DEFAULT","3","Other heavy chain disease","","","",,,,""
"C88.3","C883","DEFAULT","3","Immunoproliferative small intestinal disease","","","",,,,""
"C88.4","C884","DEFAULT","3","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma]","","","",,,,""
"C88.7","C887","DEFAULT","3","Other malignant immunoproliferative diseases","","","",,,,""
"C88.9","C889","DEFAULT","3","Malignant immunoproliferative disease, unspecified","","","",,,,""
"C90","C90","DEFAULT","3","Multiple myeloma and malignant plasma cell neoplasms","","","",,,,""
"C90.0","C900","DEFAULT","3","Multiple myeloma","","","",,,,""
"C90.1","C901","DEFAULT","3","Plasma cell leukaemia","","","",,,,""
"C90.2","C902","DEFAULT","3","Extramedullary plasmacytoma","","","",,,,""
"C90.3","C903","DEFAULT","3","Solitary plasmacytoma","","","",,,,""
"C91","C91","DEFAULT","3","Lymphoid leukaemia","","","",,,,""
"C91.0","C910","DEFAULT","3","Acute lymphoblastic leukaemia [ALL]","","","",,,,""
"C91.1","C911","DEFAULT","3","Chronic lymphocytic leukaemia of B-cell type","","","",,,,""
"C91.3","C913","DEFAULT","3","Prolymphocytic leukaemia of B-cell type","","","",,,,""
"C91.4","C914","DEFAULT","3","Hairy-cell leukaemia","","","",,,,""
"C91.5","C915","DEFAULT","3","Adult T-cell lymphoma/leukaemia [HTLV-1-associated]","","","",,,,""
"C91.6","C916","DEFAULT","3","Prolymphocytic leukaemia of T-cell type","","","",,,,""
"C91.7","C917","DEFAULT","3","Other lymphoid leukaemia","","","",,,,""
"C91.8","C918","DEFAULT","3","Mature B-cell leukaemia Burkitt-type","","","",,,,""
"C91.9","C919","DEFAULT","3","Lymphoid leukaemia, unspecified","","","",,,,""
"C92","C92","DEFAULT","3","Myeloid leukaemia","","","",,,,""
"C92.0","C920","DEFAULT","3","Acute myeloblastic leukaemia [AML]","","","",,,,""
"C92.1","C921","DEFAULT","3","Chronic myeloid leukaemia [CML], BCR/ABL-positive","","","",,,,""
"C92.2","C922","DEFAULT","3","Atypical chronic myeloid leukaemia, BCR/ABL-negative","","","",,,,""
"C92.3","C923","DEFAULT","3","Myeloid sarcoma","","","",,,,""
"C92.4","C924","DEFAULT","3","Acute promyelocytic leukaemia [PML]","","","",,,,""
"C92.5","C925","DEFAULT","3","Acute myelomonocytic leukaemia","","","",,,,""
"C92.6","C926","DEFAULT","3","Acute myeloid leukaemia with 11q23-abnormality","","","",,,,""
"C92.7","C927","DEFAULT","3","Other myeloid leukaemia","","","",,,,""
"C92.8","C928","DEFAULT","3","Acute myeloid leukaemia with multilineage dysplasia","","","",,,,""
"C92.9","C929","DEFAULT","3","Myeloid leukaemia, unspecified","","","",,,,""
"C93","C93","DEFAULT","3","Monocytic leukaemia","","","",,,,""
"C93.0","C930","DEFAULT","3","Acute monoblastic/monocytic leukaemia","","","",,,,""
"C93.1","C931","DEFAULT","3","Chronic myelomonocytic leukaemia","","","",,,,""
