ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues
6380641000033116	1.78327E+16	QV Gentle wash (Crawford Healthcare Ltd)	QV Gentle wash						200000
6380741000033113	1.78331E+16	QV Intensive ointment (Crawford Healthcare Ltd)	QV Intensive ointment						30000
6391941000033116	1.93802E+16	Doublebase Dayleve gel (Dermal Laboratories Ltd)	Doublebase Dayleve gel	Gel	Cutaneous	Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		200000
6463041000033113	1.95562E+16	AriPro mousse (Meadow Laboratories Ltd)	AriPro mousse						400
6468741000033116	1.96861E+16	Skin Salvation ointment (Balmonds Skincare Ltd)	Skin Salvation ointment	Ointment					3000
6468941000033118	1.96866E+16	Skin Salvation bath oil (Balmonds Skincare Ltd)	Skin Salvation bath oil	Bath additive					800
6473741000033118	1.96655E+16	Fifty:50 ointment (Ennogen Healthcare Ltd)	Fifty:50 ointment	Ointment		Liquid paraffin/ White soft paraffin	500.000mg/1.000gram + 500.000mg/1.000gram		30000
6519541000033111	1.98811E+16	Thirty:30 ointment (Ennogen Healthcare Ltd)	Thirty:30 ointment	Ointment		Emulsifying wax/ Yellow soft paraffin	300.000mg/1.000gram + 300.000mg/1.000gram		2000
7680041000033118	1.86565E+16	Skin Moisturiser (SkinKind Ltd)	Skin Moisturiser	Not applicable					70
7680141000033119	2.01358E+16	Moisturiser Plus (SkinKind Ltd)	Moisturiser Plus	Not applicable					10
7682741000033119	2.0174E+16	Zeroderm ointment (Thornton & Ross Ltd)	Zeroderm ointment	Ointment					900000
7687141000033115	2.03226E+16	E45 Intense Recovery lotion (Reckitt Benckiser Healthcare (UK) Ltd)	E45 Intense Recovery lotion	Liquid					6000
8027341000033111	2.0945E+16	Clinisan emollient wash cream (Vernacare Ltd)	Clinisan emollient wash cream	Not applicable					200
8047441000033115	1.85198E+16	Emulsifying ointment 50% / Liquid paraffin 50% ointment	Emulsifying ointment 50% / Liquid paraffin 50% ointment	Ointment	Cutaneous			13020100	1000
8496341000033111	2.25321E+16	Diprobase lotion (Bayer Plc)	Diprobase lotion						20000
8539641000033111	2.26599E+16	LPL 63.4 bath additive and emollient (Huxley Europe Ltd)	LPL 63.4 bath additive and emollient	Bath additive		Liquid paraffin light	634.000mg/1.000ml		60000
8582141000033119	2.28001E+16	Eucerin Anti-Redness Neutralising Day fluid (Beiersdorf UK Ltd)	Eucerin Anti-Redness Neutralising Day fluid	Liquid					60
8582241000033114	2.27998E+16	Eucerin Anti-Redness Calming Night cream (Beiersdorf UK Ltd)	Eucerin Anti-Redness Calming Night cream	Cream					300
8870241000033117	4.27581E+15	Eucerin ATOControl Bath & Shower oil (Beiersdorf UK Ltd)	Eucerin ATOControl Bath & Shower oil	Liquid					10000
8942441000033110	2.34638E+16	Zerodouble gel (Thornton & Ross Ltd)	Zerodouble gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		600000
8986241000033117	2.39319E+16	Cetraben lotion (Thornton & Ross Ltd)	Cetraben lotion						80000
9069441000033118	1.75634E+16	Menthol 5% in Aqueous cream	Menthol 5% in Aqueous cream	Cream	Cutaneous	Menthol	50.000mg/1.000gram	13030000	6000
9159241000033119	2.04241E+16	Coconut oil 25% in Emulsifying ointment	Coconut oil 25% in Emulsifying ointment	Ointment	Cutaneous	Coconut oil	250.000mg/1.000gram	13020100	400
9175141000033113	2.44925E+16	Alhydran cream (Espere Healthcare Ltd)	Alhydran cream						500
9354741000033118	2.50353E+16	imuDERM emollient (CliniSupplies Ltd)	imuDERM emollient						20000
9402441000033116	2.01218E+16	Beclometasone 0.0025% in White soft paraffin	Beclometasone 0.0025% in White soft paraffin	Ointment	Route of administration not applicable	Beclometasone dipropionate	25.000microgram/1.000gram	13040000	2000
9697541000033118	2.7148E+16	R1 gel 6g sachets (Water-Jel Europe LLP)	R1 gel 6g sachets						200
9697641000033117	2.71488E+16	R2 lotion 1g sachets (Water-Jel Europe LLP)	R2 lotion 1g sachets						200
9706441000033110	2.79676E+16	Cetraben ointment (Thornton & Ross Ltd)	Cetraben ointment	Ointment					200000
9759441000033110	2.11963E+16	Glycopyrronium bromide 2% in Aqueous cream	Glycopyrronium bromide 2% in Aqueous cream	Cream	Route of administration not applicable	Glycopyrronium bromide	20.000mg/1.000gram	13120000	200
9934441000033115	2.278E+16	Enopen cream (Ennogen Healthcare Ltd)	Enopen cream	Cream		Liquid paraffin light/ White soft paraffin	105.000mg/1.000gram + 132.000mg/1.000gram		4000
10042341000033112	2.83901E+16	AproDerm emollient cream (Fontus Health Ltd)	AproDerm emollient cream	Cream					100000
10043041000033118	2.74869E+16	Avene XeraCalm A.D Lipid-Replenishing balm (Pierre Fabre Dermo-Cosmetique)	Avene XeraCalm A.D Lipid-Replenishing balm	Not applicable					600
10043141000033119	2.74862E+16	Avene XeraCalm A.D Lipid-Replenishing cream (Pierre Fabre Dermo-Cosmetique)	Avene XeraCalm A.D Lipid-Replenishing cream	Cream					300
10043241000033114	2.74845E+16	Avene XeraCalm A.D Lipid-Replenishing Cleansing oil (Pierre Fabre Dermo-Cosmetique)	Avene XeraCalm A.D Lipid-Replenishing Cleansing oil	Liquid					200
10043541000033111	2.84219E+16	Dermalex Repair Scalp Psoriasis gel (Omega Pharma Ltd)	Dermalex Repair Scalp Psoriasis gel	Gel					500
10207641000033119	2.84855E+16	Emelpin ointment (Vitame Ltd)	Emelpin ointment	Ointment		Emulsifying wax/ Yellow soft paraffin	300.000mg/1.000gram + 300.000mg/1.000gram		10
10207741000033111	2.84873E+16	Soffen cream (Vitame Ltd)	Soffen cream	Cream		Liquid paraffin light/ White soft paraffin	105.000mg/1.000gram + 132.000mg/1.000gram		200
10264441000033113	2.89726E+16	Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment (Lexon (UK) Ltd)	Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment	Ointment		Liquid paraffin/ White soft paraffin	500.000mg/1.000gram + 500.000mg/1.000gram		80
10613041000033118	400760005	White soft paraffin 95% / Liquid paraffin 5% ointment	White soft paraffin 95% / Liquid paraffin 5% ointment	Ointment	Cutaneous	Liquid paraffin/ White soft paraffin	50.000mg/1.000gram + 950.000mg/1.000gram	13020100	10000
10643641000033116	3.08046E+16	Tena 3 in 1 wash cream (SCA Hygiene Products UK Ltd)	Tena 3 in 1 wash cream	Wash					2000
10715341000033113	1.62469E+16	White soft paraffin 75% / Liquid paraffin 25% ointment	White soft paraffin 75% / Liquid paraffin 25% ointment	Ointment	Route of administration not applicable			13020100	50
10718441000033110	3.09616E+16	HypoBase gel (Galen Ltd)	HypoBase gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		2000
11013341000033118	3.13423E+16	AproDerm Colloidal Oat cream (Fontus Health Ltd)	AproDerm Colloidal Oat cream	Cream					100000
11024041000033113	3.13436E+16	ExoCream (Galen Ltd)	ExoCream						20000
11403341000033113	2.90128E+16	Skin Salvation daily moisturising cream (Balmonds Skincare Ltd)	Skin Salvation daily moisturising cream	Not applicable					300
11422841000033116	3.24096E+16	MyriBase gel (Galen Ltd)	MyriBase gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		20000
11483441000033115	2.98016E+16	MooGoo Scalp cream (MooGoo EU Ltd)	MooGoo Scalp cream	Cream					400
11483641000033118	2.9803E+16	MooGoo Skin Milk Udder cream (MooGoo EU Ltd)	MooGoo Skin Milk Udder cream	Cream					900
11526941000033118	3.25557E+16	Alhydran SPF 30 cream (Espere Healthcare Ltd)	Alhydran SPF 30 cream						700
11580741000033113	1.95316E+16	Cetaphil Restoraderm skin restoring moisturiser (Galderma (UK) Ltd)	Cetaphil PRO Itch Prone Skin moisturising lotion	Cutaneous emulsion					600
11715741000033116	3.35712E+16	AproDerm gel (Fontus Health Ltd)	AproDerm gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		30000
11792141000033110	3.35328E+16	AquaDerm Aqueous cream (Impectron Ltd)	AquaDerm Aqueous cream	Cream		Emulsifying wax/ Liquid paraffin/ Phenoxyethanol/ Purified water/ White soft paraffin	90.000mg/1.000gram + 60.000mg/1.000gram + 10.000mg/1.000gram + 690.000mg/1.000gram + 150.000mg/1.000gram		1000
11792241000033115	3.35334E+16	AquaDerm Cetomacrogol cream (Formula A) (Impectron Ltd)	AquaDerm Cetomacrogol cream (Formula A)	Cream		Cetostearyl alcohol/ Chlorocresol/ Liquid paraffin/ Macrogol cetostearyl ether 22/ Purified water/ White soft paraffin	72.000mg/1.000gram + 1.000mg/1.000gram + 60.000mg/1.000gram + 18.000mg/1.000gram + 699.000mg/1.000gram + 150.000mg/1.000gram		800
11792341000033113	3.35326E+16	AquaDerm Hydrous ointment (Impectron Ltd)	AquaDerm Hydrous ointment	Ointment		Magnesium sulfate dried/ Phenoxyethanol/ Wool alcohols ointment	5.000mg/1.000gram + 10.000mg/1.000gram + 500.000mg/1.000gram		1000
11792541000033118	3.35322E+16	AquaDerm Liquid Paraffin 50% in White Soft Paraffin ointment (Impectron Ltd)	AquaDerm Liquid Paraffin 50% in White Soft Paraffin ointment	Ointment		Liquid paraffin/ White soft paraffin	500.000mg/1.000gram + 500.000mg/1.000gram		600
11796041000033112	2.88951E+16	GlucoRx Allpresan diabetic foam cream Basic (GlucoRx Ltd)	GlucoRx Allpresan diabetic foam cream Basic						10000
11796141000033111	2.88955E+16	GlucoRx Allpresan diabetic foam cream Intensive (GlucoRx Ltd)	GlucoRx Allpresan diabetic foam cream Intensive						10000
11806941000033113	1.60919E+16	CCS Foot Care cream (Lornamead UK Ltd)	CCS Foot Care cream	Cream		Benzalkonium chloride/ Eucalyptus oil/ Glycerol/ Lactic acid/ Liquid paraffin/ Urea			5000
11810341000033114	3.40281E+16	Eucerin AntiREDNESS soothing care cream (Beiersdorf UK Ltd)	Eucerin AntiREDNESS soothing care cream	Cream					200
11834041000033112	3.36886E+16	Emcrem cream (Glenmark Pharmaceuticals Europe Ltd)	Emcrem cream	Cream	Cutaneous	Liquid paraffin/ White soft paraffin	60.000mg/1.000gram + 150.000mg/1.000gram		30
11898341000033113	3.36908E+16	White soft paraffin 15% / Liquid paraffin 6% cream	White soft paraffin 15% / Liquid paraffin 6% cream	Cream	Cutaneous	Liquid paraffin/ White soft paraffin	60.000mg/1.000gram + 150.000mg/1.000gram	13020100	700
12187241000033113		Aveeno  Bath and Shower Oil							30000
12291241000033115	3.28551E+16	Cuderm moisturising cream (Synergy Biologics Ltd)	Cuderm moisturising cream	Cream					1000
12291341000033113	3.28559E+16	Cuderm moisturising lotion (Synergy Biologics Ltd)	Cuderm moisturising lotion	Liquid					1000
12291441000033119	3.28564E+16	Cuderm moisturising hand cream (Synergy Biologics Ltd)	Cuderm moisturising hand cream	Cream					200
12312741000033110	3.44595E+16	Zeroveen cream (Thornton & Ross Ltd)	Zeroveen cream						200000
12341541000033115	3.45611E+16	Dermatonics Dry Skin Balm (Dermatonics Ltd)	Dermatonics Dry Skin Balm						4000
12401741000033111	3.47663E+16	Adex gel (Dermal Laboratories Ltd)	Adex gel						50000
12457141000033110	3.49768E+16	AproDerm ointment (Fontus Health Ltd)	AproDerm ointment	Ointment					20000
12457241000033115	3.49763E+16	Dermatonics Once Callus Removing Balm (Dermatonics Ltd)	Dermatonics Once Callus Removing Balm						900
12459641000033113	3.4972E+16	Exmabase gel (Ascot Laboratories Ltd)	Exmabase gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		300
12459741000033116	3.49722E+16	Exmaben cream (Ascot Laboratories Ltd)	Exmaben cream	Cream		Liquid paraffin light/ White soft paraffin	105.000mg/1.000gram + 132.000mg/1.000gram		200
12462041000033119	3.5007E+16	Exmalatum cream (Ascot Laboratories Ltd)	Exmalatum cream	Cream		Liquid paraffin light/ White soft paraffin	60.000mg/1.000gram + 150.000mg/1.000gram		70
12462141000033115	3.50072E+16	ExmaQS cream (Ascot Laboratories Ltd)	ExmaQS cream	Cream		Liquid paraffin light/ White soft paraffin	60.000mg/1.000gram + 150.000mg/1.000gram		70
12462541000033112	1.53617E+16	Coconut oil 75% in Emulsifying ointment	Coconut oil 75% in Emulsifying ointment	Ointment	Route of administration not applicable	Coconut oil	750.000mg/1.000gram	13020100	2
12468941000033116	3.50709E+16	KreaMoint 50:50 ointment (Essential-Healthcare Ltd)	KreaMoint 50:50 ointment	Ointment		Liquid paraffin/ White soft paraffin	500.000mg/1.000gram + 500.000mg/1.000gram		1000
12471741000033115	3.5097E+16	Epimax ointment (Aspire Pharma Ltd)	Epimax ointment	Ointment					80000
12480241000033113	3.51166E+16	Ultraveen Itch Relief cream (Dermatonics Ltd)	Ultraveen Itch Relief cream						2000
12481441000033117	3.5128E+16	Remedy barrier moisturising cream (Medline Industries Ltd)	Remedy barrier moisturising cream						20
12481541000033116	3.51277E+16	Remedy barrier moisturising cream 2ml sachets MSCE92534PK (Medline Industries Ltd)	Remedy barrier moisturising cream 2ml sachets						2
12520241000033113	3.53367E+16	Epimax oatmeal cream (Aspire Pharma Ltd)	Epimax oatmeal cream	Cream					100000
12525341000033114	3.53429E+16	E45 Eczema Repair cream (Reckitt Benckiser Healthcare (UK) Ltd)	E45 Eczema Repair cream						1000
12568441000033119	3.53372E+16	Ultraveen Intensive Balm (Dermatonics Ltd)	Ultraveen Intensive Balm						6
12568541000033118	3.53376E+16	Ultraveen Moisturising cream (Dermatonics Ltd)	Ultraveen Moisturising cream						30
12573341000033111	3.5562E+16	Flamigel RT gel (Flen Health UK Ltd)	Flamigel RT gel						3000
12592341000033113	3.5623E+16	Epimax Paraffin-Free cream (Dermato Logical Ltd)	Epimax Paraffin-Free cream	Cream					700
12592441000033119	3.56234E+16	Epimax paraffin-free ointment (Aspire Pharma Ltd)	Epimax paraffin-free ointment	Ointment					5000
12624441000033112	3.56682E+16	Ultraveen Very Dry Skin cream (Dermatonics Ltd)	Ultraveen Very Dry Skin cream						4
12664341000033114	3.58133E+16	Childs Farm unfragranced moisturising cream (Childs Farm)	Childs Farm unfragranced moisturising cream	Cream					200
12678141000033110	3.58451E+16	Ovelle emulsifying ointment (Ennogen Healthcare Ltd)	Ovelle emulsifying ointment	Ointment		Emulsifying wax/ Liquid paraffin/ White soft paraffin	300.000mg/1.000gram + 200.000mg/1.000gram + 500.000mg/1.000gram		1000
12696041000033119	3.6247E+16	Epaderm Junior cream (Molnlycke Health Care Ltd)	Epaderm Junior cream	Cream					4000
12696841000033114	3.62474E+16	Epaderm Junior ointment (Molnlycke Health Care Ltd)	Epaderm Junior ointment	Ointment		Emulsifying wax/ Yellow soft paraffin	300.000mg/1.000gram + 300.000mg/1.000gram		2000
12707041000033112	1.81612E+16	Propylene glycol 40% in Aqueous cream	Propylene glycol 40% in Aqueous cream	Not applicable	Route of administration not applicable	Propylene glycol	400.000ml/1.000litre	13020100	90
12892741000033113	3.4156E+16	Aveeno Daily moisturising body cleansing oil (Johnson & Johnson Ltd)	Aveeno Daily moisturising body cleansing oil	Bath additive					8000
12901841000033115	3.67375E+16	KreaMol A cream (Essential-Healthcare Ltd)	KreaMol A cream	Cream		Cetostearyl alcohol/ Chlorocresol/ Liquid paraffin/ Macrogol cetostearyl ether 22/ Purified water/ White soft paraffin	72.000mg/1.000gram + 1.000mg/1.000gram + 60.000mg/1.000gram + 18.000mg/1.000gram + 699.000mg/1.000gram + 150.000mg/1.000gram		40
13142741000033118	3.74554E+16	Remedy moisturiser (Medline Industries Ltd)	Remedy moisturiser	Cream					2
13282541000033115	3.75793E+16	Ovelle Cetomacrogol cream (Formula A) (Ennogen Healthcare Ltd)	Ovelle Cetomacrogol cream (Formula A)	Cream		Cetostearyl alcohol/ Chlorocresol/ Liquid paraffin/ Macrogol cetostearyl ether 22/ Purified water/ White soft paraffin	72.000mg/1.000gram + 1.000mg/1.000gram + 60.000mg/1.000gram + 18.000mg/1.000gram + 699.000mg/1.000gram + 150.000mg/1.000gram		100
13284241000033114	3.75796E+16	EmulsifEss ointment (Essential-Healthcare Ltd)	EmulsifEss ointment	Ointment		Emulsifying wax/ Liquid paraffin/ White soft paraffin	300.000mg/1.000gram + 200.000mg/1.000gram + 500.000mg/1.000gram		50
13333541000033110	3.79341E+16	MyriBase emollient shower gel (Galen Ltd)	MyriBase emollient shower gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		20
13416941000033114	3.80609E+16	Dermipar ointment (Galen Ltd)	Dermipar ointment	Ointment					2
13426441000033114	3.49164E+16	Epimax excetra cream (Aspire Pharma Ltd)	Epimax excetra cream	Cream		Liquid paraffin light/ White soft paraffin	105.000mg/1.000gram + 132.000mg/1.000gram		200000
13426541000033110	3.0907E+16	Epimax isomol gel (Aspire Pharma Ltd)	Epimax isomol gel	Gel		Isopropyl myristate/ Liquid paraffin	150.000mg/1.000gram + 150.000mg/1.000gram		100000
13426641000033111	2.7967E+16	Epimax original cream (Aspire Pharma Ltd)	Epimax original cream	Cream					500000
13447241000033113	2.98025E+16	MooGoo Sensitive skin balm (MooGoo EU Ltd)	MooGoo Sensitive skin balm	Cream					200
13750641000033119	3.92981E+16	Eucerin UreaRepair Plus 10% urea lotion (Beiersdorf UK Ltd)	Eucerin UreaRepair Plus 10% urea lotion	Not applicable					2000
13778541000033116		Dr Wolff's Vagisan  Moisturising Cream							100
13844941000033117	3.96466E+16	Epimax moisturising cream (Aspire Pharma Ltd)	Epimax moisturising cream	Cream		Liquid paraffin/ White soft paraffin	126.000mg/1.000gram + 145.000mg/1.000gram		3000
13909341000033117	3.99666E+16	Doublebase Once gel (Dermal Laboratories Ltd)	Doublebase Once gel						400
13909441000033111	3.99713E+16	AproDerm emollient starter pack (Fontus Health Ltd)	AproDerm emollient starter pack						200
14001341000033112	4.04432E+16	Diprobase Advanced Eczema cream (Bayer Plc)	Diprobase Advanced Eczema cream	Cream					3000
14021941000033115	1.63278E+16	Balneum Intensiv cream (Almirall Ltd)	Balneum Intensiv cream	Cream					300
