ProdCodeId,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,DrugIssues
9291841000033112,24589911000001102,Metoject PEN 12.5mg/0.25ml solution for injection pre-filled pens (medac UK),Metoject PEN 12.5mg/0.25ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,10000
9291941000033116,24589611000001108,Metoject PEN 15mg/0.3ml solution for injection pre-filled pens (medac UK),Metoject PEN 15mg/0.3ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60000
9292041000033110,24591111000001100,Metoject PEN 17.5mg/0.35ml solution for injection pre-filled pens (medac UK),Metoject PEN 17.5mg/0.35ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,10000
9292141000033114,24590811000001104,Metoject PEN 20mg/0.4ml solution for injection pre-filled pens (medac UK),Metoject PEN 20mg/0.4ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,80000
9292241000033119,24590411000001101,Metoject PEN 22.5mg/0.45ml solution for injection pre-filled pens (medac UK),Metoject PEN 22.5mg/0.45ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,8000
9292341000033112,24589311000001103,Metoject PEN 25mg/0.5ml solution for injection pre-filled pens (medac UK),Metoject PEN 25mg/0.5ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60000
9292441000033118,24589011000001101,Metoject PEN 27.5mg/0.55ml solution for injection pre-filled pens (medac UK),Metoject PEN 27.5mg/0.55ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,60
9292541000033117,24588711000001108,Metoject PEN 30mg/0.6ml solution for injection pre-filled pens (medac UK),Metoject PEN 30mg/0.6ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,300
9702441000033111,26658011000001100,Azapress 50mg tablets (Ennogen Pharma Ltd),Azapress 50mg tablets,Tablet,Oral,Azathioprine,50.000mg,,10
9852141000033113,8307811000001104,Azathioprine 75mg/5ml oral suspension,Azathioprine 75mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,15.000mg/1.000ml,8020100,100
9956441000033114,28338911000001102,Vanquoral 100mg capsules (Teva UK Ltd),Vanquoral 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,300
9956541000033110,28337411000001106,Vanquoral 50mg capsules (Teva UK Ltd),Vanquoral 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,300
9956641000033111,28335911000001108,Vanquoral 25mg capsules (Teva UK Ltd),Vanquoral 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,200
10615741000033116,29934611000001109,Vanquoral 10mg capsules (Teva UK Ltd),Vanquoral 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,,70
10645841000033119,30799911000001104,Methotrexate 2mg/ml oral solution sugar free,Methotrexate 2mg/ml oral solution sugar free,Oral solution,Oral,Methotrexate sodium,2.000mg/1.000ml,10010300,2000
11032541000033114,9469511000001100,Methotrexate 7.5mg/0.3ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,500
11032641000033110,9468211000001108,Methotrexate 10mg/0.4ml solution for injection pre-filled syringes,Methotrexate 10mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,600
11032741000033118,9468711000001101,Methotrexate 22.5mg/0.9ml solution for injection pre-filled syringes,Methotrexate 22.5mg/0.9ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,200
11032841000033111,31408511000001100,Zlatal 7.5mg/0.3ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 7.5mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,90
11032941000033115,31407911000001106,Zlatal 10mg/0.4ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 10mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,80
11033041000033113,31409011000001103,Zlatal 12.5mg/0.5ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 12.5mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,60
11033141000033112,31409611000001105,Zlatal 15mg/0.6ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 15mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,400
11033241000033117,31410211000001104,Zlatal 17.5mg/0.7ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 17.5mg/0.7ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,30
11033341000033110,31406711000001106,Zlatal 20mg/0.8ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 20mg/0.8ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,400
11033541000033115,31407411000001103,Zlatal 25mg/1ml solution for injection pre-filled syringes (Nordic Pharma Ltd),Zlatal 25mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,,200
12189841000033119,34167711000001101,Methotrexate 10mg/0.4ml solution for injection pre-filled disposable devices,Methotrexate 10mg/0.4ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,1000
12189941000033110,34167811000001109,Methotrexate 12.5mg/0.5ml solution for injection pre-filled disposable devices,Methotrexate 12.5mg/0.5ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,700
12190141000033118,34167911000001104,Methotrexate 15mg/0.6ml solution for injection pre-filled disposable devices,Methotrexate 15mg/0.6ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,3000
12190241000033113,34168011000001102,Methotrexate 17.5mg/0.7ml solution for injection pre-filled disposable devices,Methotrexate 17.5mg/0.7ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,900
12190341000033115,34168111000001101,Methotrexate 20mg/0.8ml solution for injection pre-filled disposable devices,Methotrexate 20mg/0.8ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,3000
12190441000033114,34168211000001107,Methotrexate 22.5mg/0.9ml solution for injection pre-filled disposable devices,Methotrexate 22.5mg/0.9ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,500
12190541000033110,34168311000001104,Methotrexate 25mg/1ml solution for injection pre-filled disposable devices,Methotrexate 25mg/1ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,2000
12190641000033111,34168411000001106,Methotrexate 7.5mg/0.3ml solution for injection pre-filled disposable devices,Methotrexate 7.5mg/0.3ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,8010300,600
12190741000033119,34162611000001107,Nordimet 10mg/0.4ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 10mg/0.4ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,2000
12190841000033112,34162911000001101,Nordimet 12.5mg/0.5ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 12.5mg/0.5ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,1000
12190941000033116,34163211000001104,Nordimet 15mg/0.6ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 15mg/0.6ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,5000
12191041000033114,34163511000001101,Nordimet 17.5mg/0.7ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 17.5mg/0.7ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,1000
12191141000033113,34163811000001103,Nordimet 20mg/0.8ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 20mg/0.8ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,8000
12191241000033118,34164111000001107,Nordimet 22.5mg/0.9ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 22.5mg/0.9ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,600
12191341000033111,34164411000001102,Nordimet 25mg/1ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 25mg/1ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,3000
12191441000033117,34161711000001105,Nordimet 7.5mg/0.3ml solution for injection pre-filled pens (Nordic Pharma Ltd),Nordimet 7.5mg/0.3ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,25.000mg/1.000ml,,500
12396841000033119,34776911000001102,Methofill 10mg/0.2ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 10mg/0.2ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,200
12396941000033110,34777311000001100,Methofill 12.5mg/0.25ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 12.5mg/0.25ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,300
12397041000033111,34777111000001102,Methofill 15mg/0.3ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 15mg/0.3ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,500
12397141000033110,34777611000001105,Methofill 17.5mg/0.35ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 17.5mg/0.35ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,80
12397241000033115,34777811000001109,Methofill 20mg/0.4ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 20mg/0.4ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,1000
12397341000033113,34778011000001102,Methofill 22.5mg/0.45ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 22.5mg/0.45ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,200
12397441000033119,34778211000001107,Methofill 25mg/0.5ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 25mg/0.5ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,800
12397541000033118,34778411000001106,Methofill 27.5mg/0.55ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 27.5mg/0.55ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,1
12397741000033114,34776411000001105,Methofill 7.5mg/0.15ml solution for injection pre-filled injector (Accord Healthcare Ltd),Methofill 7.5mg/0.15ml solution for injection pre-filled injector,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,200
12405241000033115,34809211000001105,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd),Ceptava 180mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,180.000mg,,40
12405341000033113,34809411000001109,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd),Ceptava 360mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,360.000mg,,200
12422441000033115,34871011000001105,Jylamvo 2mg/ml oral solution (Esteve Pharmaceuticals Ltd),Jylamvo 2mg/ml oral solution,Oral solution,Oral,Methotrexate sodium,2.000mg/1.000ml,,7
13150141000033115,37571111000001101,Methofill 7.5mg/0.15ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 7.5mg/0.15ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,5
13150241000033110,37571311000001104,Methofill 10mg/0.2ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 10mg/0.2ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,30
13150341000033117,37571511000001105,Methofill 12.5mg/0.25ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 12.5mg/0.25ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,40
13150441000033111,37571711000001100,Methofill 15mg/0.3ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 15mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,50
13150541000033112,37571911000001103,Methofill 17.5mg/0.35ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 17.5mg/0.35ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,10
13150641000033113,37572311000001108,Methofill 20mg/0.4ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 20mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,100
13150741000033116,37572511000001102,Methofill 22.5mg/0.45ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 22.5mg/0.45ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,50
13150841000033114,37572711000001107,Methofill 25mg/0.5ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 25mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,30
13150941000033118,37572911000001109,Methofill 27.5mg/0.55ml solution for injection pre-filled syringes (Accord Healthcare Ltd),Methofill 27.5mg/0.55ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,1
